date,option_pnl,vega_pnl,theta_pnl,gamma_pnl,hedge_pnl,cost,gross_pnl,total_pnl,long_pnl,short_pnl,gross_vega,n_positions
2023-03-09,-81.77252945037759,133.8879914550999,-93.82578238449541,3697.2833802377286,1780.804145345661,0.0,1699.031615895283,1699.031615895283,19261.945312416217,-17562.913696520936,230069.1057839938,246
2023-03-10,3500.5602093688294,3086.804859886529,-10.023400235200365,2212.9445519928217,477.8683414040179,0.0,3978.4285507728473,3978.4285507728473,16763.839057112444,-12785.410506339596,214783.3363191402,246
2023-03-13,10766.529536277902,828.2163763183687,29.640440734318503,42.14685971039459,-10594.320384736693,0.0,172.20915154120803,172.20915154120803,5212.429665126466,-5040.220513585257,208329.92810778128,246
2023-03-14,-14298.047851188017,-5520.542742760882,153.9782656619922,-2631.7504535665166,6100.007429697388,0.0,-8198.04042149063,-8198.04042149063,-15706.890060173751,7508.84963868312,205630.7693818151,246
2023-03-15,22050.404986270296,3975.7018392938576,260.5738904714064,5033.83029627127,-15954.264937120513,0.0,6096.140049149781,6096.140049149781,21138.776847781883,-15042.636798632104,197007.82911481458,246
2023-03-16,-32840.77756268952,-6396.9117795137945,392.24384361134105,-4647.955710953189,22257.26491057353,0.0,-10583.51265211599,-10583.51265211599,-17324.081720167975,6740.569068051988,191887.4648256374,246
2023-03-17,13279.11622390732,4129.492448692934,345.84429322855794,-1000.6570701533084,-11364.408628653897,0.0,1914.707595253424,1914.707595253424,11120.609828970964,-9205.902233717541,182672.59007597357,246
2023-03-20,-6550.709810265175,-82.32331835007176,962.7595985000727,-731.3155471353839,4838.377070921968,0.0,-1712.3327393432075,-1712.3327393432075,-18009.250595519625,16296.917856176417,176775.21683538397,246
2023-03-21,-25802.897973725187,897.7451281119747,352.5730932346831,1646.0711458950439,28184.88243921195,0.0,2381.984465486763,2381.984465486763,-3700.037611889427,6082.022077376189,174878.24055011227,246
2023-03-22,9743.645357979016,-2466.641452774426,59.172975518493125,2759.631801793907,-10533.919216996728,0.0,-790.2738590177128,-790.2738590177128,5186.641706733544,-5976.915565751257,162476.17902255984,246
2023-03-23,-6863.112861129389,3174.3872004258433,302.10944410365136,1276.1934235569358,6399.567496421172,0.0,-463.5453647082161,-463.5453647082161,6914.047299717442,-7377.592664425658,152032.0712404462,246
2023-03-24,-3620.8721272833823,-668.1320861116021,271.6107576329215,-2491.717897523876,-930.1573708736073,0.0,-4551.029498156989,-4551.029498156989,-1803.6674907401703,-2747.362007416819,151464.93101576448,246
2023-03-27,2911.9708661984027,-2759.168748621134,933.1277882762529,-1753.6043762124932,-8202.233202658459,0.0,-5290.262336460056,-5290.262336460056,-14668.529756713126,9378.26742025307,144383.19602720992,246
2023-03-28,9903.07581831138,9354.030711601443,579.1263380286107,420.14060980260007,-2450.3881799480782,0.0,7452.687638363301,7452.687638363301,-4994.003576802489,12446.69121516579,138474.90313372665,246
2023-03-29,-23262.482983551956,-1263.6954975923034,312.6694221888449,710.963454655569,21966.959287012753,0.0,-1295.5236965392,-1295.5236965392,-6639.959564187571,5344.435867648372,138083.51548289892,246
2023-03-30,-6534.153873888581,1913.1691693080286,193.59810569930832,-130.5234201337696,7789.077215828814,0.0,1254.9233419402328,1254.9233419402328,-3339.432649020581,4594.355990960814,134311.43198977812,246
2023-03-31,-17872.25789944813,1951.2617620975323,19.53438230778053,1492.7455543679662,19783.122541883367,0.0,1910.8646424352323,1910.8646424352323,-3203.9267804327383,5114.791422867971,127594.78644672334,246
2023-04-03,-8286.089776878653,6070.7860643177855,-533.1028157861888,2711.9480003762105,11646.595660800658,0.0,3360.5058839220055,3360.5058839220055,-4273.23331783975,7633.739201761756,112514.03336324089,246
2023-04-04,11991.618541697491,1806.1158692105228,-547.4309241907525,-620.1676922066098,-16146.012567739343,0.0,-4154.39402604185,-4154.39402604185,2321.724526125853,-6476.1185521677035,105288.23922923885,246
2023-04-05,-6982.1307162933435,-976.4284227046218,-298.67598054563484,-1358.343946306556,4205.397900445706,0.0,-2776.732815847637,-2776.732815847637,1339.0063410456266,-4115.7391568932635,95721.90186207683,246
2023-04-06,-27724.28590955353,12890.594111916023,-420.849362563179,-1401.24428865073,27915.03690455105,0.0,190.75099499751676,190.75099499751676,-5143.249746292992,5334.00074129051,85014.72602557646,246
2023-04-10,12384.451297225987,2365.8923924961114,-4466.662534317228,2054.310981527132,-16024.284620665809,0.0,-3639.8333234398197,-3639.8333234398197,-5379.896886501971,1740.0635630621507,71945.58722058454,246
2023-04-11,7633.693050953796,5534.532878450147,-855.5214458903101,522.14649446962,-7735.109943071385,0.0,-101.41689211758933,-101.41689211758933,-4702.314071802711,4600.897179685121,68825.31908371854,246
2023-04-12,-6517.716113221246,-3003.3724403683345,-973.8610706956152,2131.763508123647,-532.6448263058759,0.0,-7050.360939527121,-7050.360939527121,-1596.8489613791614,-5453.511978147961,64383.87351536954,246
