date,gross_pnl,gross_vega,window,book
2021-08-17,2476.6199990099053,20063.42018115233,3m_skip1m,rank
2021-08-18,2066.808720352956,19802.47361679634,3m_skip1m,rank
2021-08-19,-5016.232059189963,19543.74443509343,3m_skip1m,rank
2021-08-20,1625.7369749953282,19009.27341280883,3m_skip1m,rank
2021-08-23,1527.051949613834,20000.0,3m_skip1m,rank
2021-08-24,132.29191879117394,19322.407500204405,3m_skip1m,rank
2021-08-25,162.8638636575621,18827.964605710513,3m_skip1m,rank
2021-08-26,-4103.3639671677265,18499.35604744469,3m_skip1m,rank
2021-08-27,5049.432198387709,17701.412246965756,3m_skip1m,rank
2021-08-30,2408.684524704281,20000.000000000004,3m_skip1m,rank
2021-08-31,2312.0924196706123,19798.704963814456,3m_skip1m,rank
2021-09-01,-944.6044240250578,19270.37221213103,3m_skip1m,rank
2021-09-02,-755.5676231658338,18812.453152923532,3m_skip1m,rank
2021-09-03,183.5601030623134,18351.882465213726,3m_skip1m,rank
2021-09-07,581.4920821446304,20000.0,3m_skip1m,rank
2021-09-08,1872.8975142471954,19853.595474057114,3m_skip1m,rank
2021-09-09,716.9985937522388,19563.34049377229,3m_skip1m,rank
2021-09-10,-1717.6984282710982,19048.25340654272,3m_skip1m,rank
2021-09-13,4246.859027512006,20000.0,3m_skip1m,rank
2021-09-14,1210.696857107307,19340.805275351566,3m_skip1m,rank
2021-09-15,-1124.1194166663647,18949.749911932668,3m_skip1m,rank
2021-09-16,-2094.2776467102644,18411.138504545794,3m_skip1m,rank
2021-09-17,2408.22158244963,17627.27518094811,3m_skip1m,rank
2021-09-20,-4727.481864120756,20000.0,3m_skip1m,rank
2021-09-21,3841.7774903934564,18869.333346133993,3m_skip1m,rank
2021-09-22,-8661.227280394738,19009.9714758076,3m_skip1m,rank
2021-09-23,10276.433286080324,18798.83974116247,3m_skip1m,rank
2021-09-24,-1339.5128591040002,17883.46419487915,3m_skip1m,rank
2021-09-27,4406.231891599776,20000.0,3m_skip1m,rank
2021-09-28,71.00562170852282,19353.28905311949,3m_skip1m,rank
2021-09-29,5070.541144282061,19136.47291051031,3m_skip1m,rank
2021-09-30,-2092.5673539927666,18227.716426556322,3m_skip1m,rank
2021-10-01,53.68075214506022,18332.17894232988,3m_skip1m,rank
2021-10-04,-1847.4556903490825,20000.0,3m_skip1m,rank
2021-10-05,403.0891714628011,20099.55118113407,3m_skip1m,rank
2021-10-06,237.32589229555148,19848.430394168437,3m_skip1m,rank
2021-10-07,-936.6605919450393,19803.64798839309,3m_skip1m,rank
2021-10-08,-2686.791056560707,19113.57846198311,3m_skip1m,rank
2021-10-11,3118.8698311669505,20000.0,3m_skip1m,rank
2021-10-12,563.0074387321409,19761.24795062291,3m_skip1m,rank
2021-10-13,-1691.5798724343656,19533.759544405344,3m_skip1m,rank
2021-10-14,-1043.844406689248,19666.511557619044,3m_skip1m,rank
2021-10-15,-1251.8147407765323,19172.529134403816,3m_skip1m,rank
2021-10-18,572.4156416724446,20000.000000000004,3m_skip1m,rank
2021-10-19,258.6092862929121,19621.723280618244,3m_skip1m,rank
2021-10-20,-972.7353997397252,19214.941916402768,3m_skip1m,rank
2021-10-21,-1491.2027944252998,18850.124699268294,3m_skip1m,rank
2021-10-22,-1104.843418814797,18104.188909193654,3m_skip1m,rank
2021-10-25,-1621.7435113330673,20000.000000000004,3m_skip1m,rank
2021-10-26,-6443.160650802266,20081.97706736895,3m_skip1m,rank
2021-10-27,6821.121985352916,19898.40729674073,3m_skip1m,rank
2021-10-28,-9739.7285657778,19448.2499031452,3m_skip1m,rank
2021-10-29,2.711257487231478,19064.354664871196,3m_skip1m,rank
2021-11-01,4901.188429203715,20000.000000000004,3m_skip1m,rank
2021-11-02,-5946.704843466178,19507.99874400503,3m_skip1m,rank
2021-11-03,926.9328153555589,19013.651343907262,3m_skip1m,rank
2021-11-04,-4693.1012379085305,18307.410886288053,3m_skip1m,rank
2021-11-05,5096.384947735657,17978.33051787407,3m_skip1m,rank
2021-11-08,-3223.0366834558045,20000.000000000004,3m_skip1m,rank
2021-11-09,-4801.878917015998,19657.07265251517,3m_skip1m,rank
2021-11-10,4881.919227274383,19426.490938290233,3m_skip1m,rank
2021-11-11,-71.05149848359245,18977.24769387753,3m_skip1m,rank
2021-11-12,-1338.9103687082784,18441.97075598453,3m_skip1m,rank
2021-11-15,482.2774758581632,20000.000000000004,3m_skip1m,rank
2021-11-16,3977.6652165083365,19665.50793950506,3m_skip1m,rank
2021-11-17,-1090.3518524639626,19204.506540233917,3m_skip1m,rank
2021-11-18,-20382.793194732836,18345.1229626049,3m_skip1m,rank
2021-11-19,-157.61863348055303,18234.704047203344,3m_skip1m,rank
2021-11-22,2432.119294242496,20000.000000000004,3m_skip1m,rank
2021-11-23,-715.8567471772163,19738.136241320553,3m_skip1m,rank
2021-11-24,7068.425487094968,19210.90497840547,3m_skip1m,rank
2021-11-26,-5246.712432979204,20151.374484225413,3m_skip1m,rank
2021-11-29,-3618.7759519972346,20000.000000000004,3m_skip1m,rank
2021-11-30,6163.0497009181145,19050.711839596144,3m_skip1m,rank
2021-12-01,-8144.38302682798,18195.74143922701,3m_skip1m,rank
2021-12-02,-3630.917956144288,18932.986685526437,3m_skip1m,rank
2021-12-03,-4181.328443627013,18579.0803032127,3m_skip1m,rank
2021-12-06,-52.20027445965529,20000.000000000004,3m_skip1m,rank
2021-12-07,2911.7993725228225,19760.39726032681,3m_skip1m,rank
2021-12-08,-2691.668310677012,19288.795501597197,3m_skip1m,rank
2021-12-09,3333.637443978045,18879.24477177088,3m_skip1m,rank
2021-12-10,169.83555393875264,18347.04507537195,3m_skip1m,rank
2021-12-13,619.5396880283927,20000.000000000004,3m_skip1m,rank
2021-12-14,-2433.9817093416373,19792.342371708983,3m_skip1m,rank
2021-12-15,2081.577985461278,19165.18673990996,3m_skip1m,rank
2021-12-16,1882.7344190917802,18717.45504088149,3m_skip1m,rank
2021-12-17,-301.92873756430095,18547.359740353586,3m_skip1m,rank
2021-12-20,-719.1977573714189,20000.000000000004,3m_skip1m,rank
2021-12-21,1563.4521695269304,20113.20210256312,3m_skip1m,rank
2021-12-22,-2456.0725486366214,19295.150180842957,3m_skip1m,rank
2021-12-23,2499.3424454387177,18972.47187153651,3m_skip1m,rank
2021-12-27,-126.42538239988652,20000.0,3m_skip1m,rank
2021-12-28,967.2570151951747,19407.66098442357,3m_skip1m,rank
2021-12-29,-4776.506340973345,18588.477677055973,3m_skip1m,rank
2021-12-30,-12646.61008123262,18052.78736551112,3m_skip1m,rank
2021-12-31,14949.673475047153,17367.869384459227,3m_skip1m,rank
2022-01-03,-10015.177070396305,20000.0,3m_skip1m,rank
2022-01-04,1708.5595448881704,19526.657794996256,3m_skip1m,rank
2022-01-05,1118.2984844147811,18871.662487845417,3m_skip1m,rank
2022-01-06,-2968.9394794243753,18544.078662752185,3m_skip1m,rank
2022-01-07,-367.34289506273785,17860.1419917505,3m_skip1m,rank
2022-01-10,2804.3153941530504,19416.644534362356,3m_skip1m,rank
2022-01-11,-3961.566248015771,19266.355480675655,3m_skip1m,rank
2022-01-12,1321.2765078944585,18902.895687738255,3m_skip1m,rank
2022-01-13,4080.8803648774574,18165.599524836918,3m_skip1m,rank
2022-01-14,3017.7955593927013,17638.17695136765,3m_skip1m,rank
2022-01-18,3976.7919247992745,19943.12314576538,3m_skip1m,rank
2022-01-19,4964.385195512429,19895.68032331577,3m_skip1m,rank
2022-01-20,-2556.6699816586247,19877.91995890348,3m_skip1m,rank
2022-01-21,5713.906369015878,19982.496204119518,3m_skip1m,rank
2022-01-24,5624.105619330787,19999.999999999996,3m_skip1m,rank
2022-01-25,-4159.612213315297,19561.68154168782,3m_skip1m,rank
2022-01-26,-5352.742747877943,19897.716949128706,3m_skip1m,rank
2022-01-27,6460.681550453255,19285.58935701253,3m_skip1m,rank
2022-01-28,1645.157340112352,19711.02408774815,3m_skip1m,rank
2022-01-31,99.39734370019846,19999.999999999996,3m_skip1m,rank
2022-02-01,404.0010262421593,19586.82094260758,3m_skip1m,rank
2022-02-02,7353.035034145164,19227.34522531842,3m_skip1m,rank
2022-02-03,2898.8880106963697,18917.95187749631,3m_skip1m,rank
2022-02-04,-10251.340738403487,18416.310953368335,3m_skip1m,rank
2022-02-07,-769.989654295866,19919.35749317007,3m_skip1m,rank
2022-02-08,-3704.485597334829,19329.082204549926,3m_skip1m,rank
2022-02-09,-874.8314415556633,19166.06713498657,3m_skip1m,rank
2022-02-10,7479.142339754458,18855.618616436663,3m_skip1m,rank
2022-02-11,3143.5880967614385,18379.902549127157,3m_skip1m,rank
2022-02-14,-4272.868579178613,20000.0,3m_skip1m,rank
2022-02-15,-1552.9965435450367,19577.615136510107,3m_skip1m,rank
2022-02-16,180.87375451764,18830.006022509402,3m_skip1m,rank
2022-02-17,3972.340876658722,18245.025256777346,3m_skip1m,rank
2022-02-18,-136.36092681668674,18088.82327482908,3m_skip1m,rank
2022-02-22,-3314.8424893786696,19943.65126578095,3m_skip1m,rank
2022-02-23,2522.563569532631,20523.303365018597,3m_skip1m,rank
2022-02-24,3228.271736502466,21460.32545041482,3m_skip1m,rank
2022-02-25,-7625.387129966998,21529.823728890326,3m_skip1m,rank
2022-02-28,-325.6396625144739,19999.999999999996,3m_skip1m,rank
2022-03-01,1560.0613420757793,15258.763846142165,3m_skip1m,rank
2022-03-02,-3739.0061933058832,15382.45233369889,3m_skip1m,rank
2022-03-03,666.6954322027384,15126.722473019685,3m_skip1m,rank
2022-03-04,-1475.5245515949039,14732.117075922102,3m_skip1m,rank
2022-03-07,3962.1511966154367,19968.156303972366,3m_skip1m,rank
2022-03-08,261.55337191624596,19942.799480586073,3m_skip1m,rank
2022-03-09,-3488.764631079764,20451.477633549675,3m_skip1m,rank
2022-03-10,-698.7161960037419,20122.288006297873,3m_skip1m,rank
2022-03-11,1482.3141054627918,19694.64254938691,3m_skip1m,rank
2022-03-14,2626.1219235489043,20000.0,3m_skip1m,rank
2022-03-15,1011.6366729673995,20138.59422337276,3m_skip1m,rank
2022-03-16,1592.8355851262424,20300.624491925122,3m_skip1m,rank
2022-03-17,-1582.0250759022097,20080.278315986656,3m_skip1m,rank
2022-03-18,550.4336102243402,19760.77681296036,3m_skip1m,rank
2022-03-21,-329.6005279580153,20000.0,3m_skip1m,rank
2022-03-22,-1565.3859886634846,19721.91638145597,3m_skip1m,rank
2022-03-23,4163.032573693846,19649.25114577389,3m_skip1m,rank
2022-03-24,1741.3072254407584,19279.97978075852,3m_skip1m,rank
2022-03-25,226.38648427728614,18952.07772664832,3m_skip1m,rank
2022-03-28,-331.8857246922594,20000.0,3m_skip1m,rank
2022-03-29,5203.950279366647,19735.094171902154,3m_skip1m,rank
2022-03-30,-941.1745501607775,19581.61724904489,3m_skip1m,rank
2022-03-31,-680.3937298101519,19637.932679333295,3m_skip1m,rank
2022-04-01,-3272.7735077539155,19058.541860920144,3m_skip1m,rank
2022-04-04,-6548.252211482619,19999.999999999996,3m_skip1m,rank
2022-04-05,1164.9804898610903,19911.13633342331,3m_skip1m,rank
2022-04-06,4143.62565221738,19798.034263991765,3m_skip1m,rank
2022-04-07,-4514.494375882348,19809.18384811583,3m_skip1m,rank
2022-04-08,712.9091752446883,19467.151768232496,3m_skip1m,rank
2022-04-11,-2354.104080614818,19924.9530956848,3m_skip1m,rank
2022-04-12,-3093.8925121732905,19518.955221652617,3m_skip1m,rank
2022-04-13,-1515.9031785071295,19548.14273976811,3m_skip1m,rank
2022-04-14,-1215.572640806297,18958.996051997263,3m_skip1m,rank
2022-04-18,994.5686845941315,19999.999999999996,3m_skip1m,rank
2022-04-19,-144.5956814597527,20181.795311989685,3m_skip1m,rank
2022-04-20,-215.75104486190918,19956.725333170347,3m_skip1m,rank
2022-04-21,9782.097930361648,19793.49772169363,3m_skip1m,rank
2022-04-22,-2106.1455267368647,19921.716537775705,3m_skip1m,rank
2022-04-25,-1133.8657196385916,20000.0,3m_skip1m,rank
2022-04-26,2058.091017405875,19614.367644027414,3m_skip1m,rank
2022-04-27,-632.498326151649,19275.296493511065,3m_skip1m,rank
2022-04-28,-4958.673619987731,19324.71736402784,3m_skip1m,rank
2022-04-29,2340.04844863721,18942.337981858534,3m_skip1m,rank
2022-05-02,2373.4473291409845,20000.0,3m_skip1m,rank
2022-05-03,-4805.438888945156,19821.613745699586,3m_skip1m,rank
2022-05-04,-3634.283072387613,19226.78537249202,3m_skip1m,rank
2022-05-05,6983.087515702949,19137.61669839741,3m_skip1m,rank
2022-05-06,828.8275791712206,18574.786226484495,3m_skip1m,rank
2022-05-09,5859.853994836736,20000.0,3m_skip1m,rank
2022-05-10,-1396.9384701438366,19900.224608307042,3m_skip1m,rank
2022-05-11,7683.254751853871,19295.171771081557,3m_skip1m,rank
2022-05-12,3770.03258596531,19292.666895135997,3m_skip1m,rank
2022-05-13,757.0588394695433,19377.042240244802,3m_skip1m,rank
2022-05-16,-4289.528212232989,20000.0,3m_skip1m,rank
2022-05-17,-1725.6219036670705,19895.559097782298,3m_skip1m,rank
2022-05-18,4370.037270639816,19248.826867993434,3m_skip1m,rank
2022-05-19,-794.8968062307026,18954.574485549165,3m_skip1m,rank
2022-05-20,-3916.748629852256,18844.535850573622,3m_skip1m,rank
2022-05-23,-3544.689707961436,20000.0,3m_skip1m,rank
2022-05-24,6395.801029322268,19437.92355794113,3m_skip1m,rank
2022-05-25,546.7838393107097,19122.969052448152,3m_skip1m,rank
2022-05-26,2494.7913973473533,19491.72143989862,3m_skip1m,rank
2022-05-27,2364.677713586535,18911.828252965446,3m_skip1m,rank
2022-05-31,-1201.5464709104212,20000.0,3m_skip1m,rank
2022-06-01,-767.0944712842855,19501.369809077252,3m_skip1m,rank
2022-06-02,4970.194287815652,19241.76562706999,3m_skip1m,rank
2022-06-03,2111.930802181287,18878.364805154037,3m_skip1m,rank
2022-06-06,-6575.217611363862,20000.0,3m_skip1m,rank
2022-06-07,-2804.0613487399023,19645.958537458595,3m_skip1m,rank
2022-06-08,-727.0557481732195,19371.27521863711,3m_skip1m,rank
2022-06-09,2049.3393686992554,18604.850835790763,3m_skip1m,rank
2022-06-10,4168.034083872091,17445.422511790617,3m_skip1m,rank
2022-06-13,-584.031161527436,20000.0,3m_skip1m,rank
2022-06-14,-4492.864548267518,19943.473737743843,3m_skip1m,rank
2022-06-15,-2273.986402603213,19970.356967216943,3m_skip1m,rank
